,Age
10246,29.0
705,45.0
11872,30.0
5923,31.0
6568,31.0
11018,29.0
5710,31.0
4648,31.0
11077,29.0
4449,31.0
4296,34.0
9374,30.0
5384,31.0
1332,45.0
10758,29.0
11401,30.0
2074,33.0
5144,31.0
424,45.0
10844,29.0
3169,34.0
9442,29.0
3275,34.0
8194,29.0
5928,31.0
10014,29.0
9403,30.0
403,45.0
10266,29.0
5771,31.0
5507,31.0
5603,31.0
10124,29.0
3055,33.0
8598,30.0
349,45.0
7627,29.0
8651,30.0
4930,31.0
7710,29.0
10569,29.0
7720,29.0
8750,30.0
1244,45.0
8666,30.0
5123,31.0
385,45.0
9462,29.0
8367,30.0
4,45.0
1760,33.0
11517,30.0
1190,45.0
496,45.0
5117,31.0
2031,33.0
3492,34.0
5840,31.0
5127,31.0
9983,29.0
2277,33.0
5596,31.0
5817,31.0
5318,31.0
2841,33.0
4753,31.0
2247,33.0
8840,30.0
7790,29.0
3983,34.0
494,45.0
5485,31.0
11811,30.0
1315,45.0
8211,29.0
7823,29.0
11813,30.0
9182,30.0
504,45.0
7637,29.0
4609,31.0
828,45.0
5949,31.0
11272,30.0
4187,34.0
776,45.0
2177,33.0
9869,29.0
5522,31.0
9752,29.0
5287,31.0
5194,31.0
9852,29.0
9410,30.0
11644,30.0
1161,45.0
2781,33.0
9366,30.0
9726,29.0
11828,30.0
1236,45.0
7040,29.0
1799,33.0
5391,31.0
3228,34.0
4454,31.0
1146,45.0
6736,29.0
4154,34.0
3306,34.0
7763,29.0
7780,29.0
9330,30.0
11251,30.0
9786,29.0
3261,34.0
9915,29.0
2334,33.0
1729,33.0
3146,34.0
8736,30.0
5748,31.0
7362,29.0
6145,31.0
10875,29.0
304,45.0
2336,33.0
2611,33.0
9949,29.0
4355,34.0
8955,30.0
8378,30.0
2715,33.0
290,45.0
4649,31.0
11324,30.0
11033,29.0
1737,33.0
11185,30.0
7051,29.0
11344,30.0
1774,33.0
7624,29.0
6067,31.0
7008,29.0
11864,30.0
1998,33.0
330,45.0
8500,30.0
2428,33.0
6441,31.0
4813,31.0
680,45.0
2467,33.0
1724,33.0
2422,33.0
4250,34.0
10989,29.0
7470,29.0
502,45.0
1465,45.0
2242,33.0
4488,31.0
10243,29.0
1257,45.0
6168,31.0
8826,30.0
7986,29.0
2263,33.0
4124,34.0
3081,33.0
11350,30.0
2330,33.0
8716,30.0
8398,30.0
11262,30.0
7210,29.0
7786,29.0
7122,29.0
7679,29.0
8989,30.0
3298,34.0
278,45.0
8541,30.0
9314,30.0
1451,45.0
5729,31.0
2886,33.0
4509,31.0
2931,33.0
5965,31.0
6751,29.0
5752,31.0
9990,29.0
5871,31.0
146,45.0
9830,29.0
97,45.0
11519,30.0
3364,34.0
3928,34.0
3657,34.0
2966,33.0
5190,31.0
2417,33.0
4761,31.0
8856,30.0
3118,33.0
3562,34.0
10173,29.0
10105,29.0
9409,30.0
7595,29.0
5387,31.0
9451,29.0
616,45.0
11686,30.0
11734,30.0
730,45.0
9634,29.0
8582,30.0
9618,29.0
6099,31.0
2941,33.0
10616,29.0
5558,31.0
8573,30.0
3684,34.0
2658,33.0
536,45.0
10935,29.0
5288,31.0
6916,29.0
9141,30.0
809,45.0
10166,29.0
8251,29.0
1555,45.0
10241,29.0
11434,30.0
5337,31.0
3277,34.0
7244,29.0
7776,29.0
7618,29.0
739,45.0
5830,31.0
1957,33.0
4274,34.0
1940,33.0
4895,31.0
3064,33.0
5514,31.0
8605,30.0
3496,34.0
7579,29.0
2097,33.0
2436,33.0
2360,33.0
5162,31.0
9955,29.0
2902,33.0
9304,30.0
1930,33.0
8509,30.0
2612,33.0
7940,29.0
2239,33.0
3823,34.0
10045,29.0
9569,29.0
10882,29.0
4933,31.0
3944,34.0
2192,33.0
10097,29.0
5267,31.0
4938,31.0
2485,33.0
749,45.0
4739,31.0
11616,30.0
6210,31.0
1475,45.0
10188,29.0
4677,31.0
2627,33.0
11150,30.0
8753,30.0
5553,31.0
6,45.0
4900,31.0
7672,29.0
2864,33.0
4944,31.0
465,45.0
2639,33.0
5061,31.0
9791,29.0
3807,34.0
8936,30.0
2101,33.0
6013,31.0
1503,45.0
9077,30.0
8988,30.0
4707,31.0
4196,34.0
2179,33.0
3545,34.0
9082,30.0
2512,33.0
5530,31.0
10495,29.0
2181,33.0
10457,29.0
303,45.0
6224,31.0
1406,45.0
147,45.0
3183,34.0
10240,29.0
7729,29.0
9707,29.0
11464,30.0
3000,33.0
10968,29.0
4927,31.0
247,45.0
9605,29.0
5002,31.0
3724,34.0
5606,31.0
7275,29.0
9660,29.0
3433,34.0
1269,45.0
11088,29.0
2850,33.0
4292,34.0
550,45.0
2587,33.0
512,45.0
2601,33.0
7556,29.0
2291,33.0
960,45.0
1610,45.0
9341,30.0
11672,30.0
131,45.0
10838,29.0
6117,31.0
5842,31.0
10529,29.0
5180,31.0
6986,29.0
8829,30.0
6703,29.0
7941,29.0
4991,31.0
7769,29.0
4228,34.0
9578,29.0
3786,34.0
9740,29.0
10562,29.0
3767,34.0
2194,33.0
5368,31.0
9115,30.0
302,45.0
10524,29.0
5400,31.0
5181,31.0
6437,31.0
6468,31.0
84,45.0
9489,29.0
1394,45.0
837,45.0
7050,29.0
11601,30.0
4709,31.0
9178,30.0
8722,30.0
11941,30.0
7873,29.0
9129,30.0
11996,30.0
10447,29.0
3575,34.0
3386,34.0
5721,31.0
5011,31.0
2919,33.0
10991,29.0
9196,30.0
9768,29.0
4667,31.0
5643,31.0
10356,29.0
6042,31.0
2137,33.0
6944,29.0
8556,30.0
11807,30.0
6043,31.0
4244,34.0
2744,33.0
10346,29.0
2826,33.0
9340,30.0
7088,29.0
3357,34.0
3392,34.0
3687,34.0
11342,30.0
8025,29.0
8572,30.0
1545,45.0
1864,33.0
9124,30.0
3877,34.0
6484,31.0
10873,29.0
4815,31.0
3661,34.0
9654,29.0
2246,33.0
5764,31.0
2556,33.0
9486,29.0
9664,29.0
2143,33.0
740,45.0
1064,45.0
6442,31.0
3083,33.0
8895,30.0
3198,34.0
2284,33.0
4131,34.0
3330,34.0
5344,31.0
7022,29.0
3359,34.0
2995,33.0
8611,30.0
3502,34.0
10058,29.0
3170,34.0
6002,31.0
6115,31.0
833,45.0
7296,29.0
2792,33.0
7081,29.0
3181,34.0
7488,29.0
10990,29.0
6820,29.0
4298,34.0
3553,34.0
11462,30.0
6055,31.0
6430,31.0
11685,30.0
10816,29.0
7351,29.0
8562,30.0
94,45.0
4209,34.0
8063,29.0
10839,29.0
11015,29.0
931,45.0
11267,30.0
3387,34.0
11009,29.0
7349,29.0
3490,34.0
3856,34.0
5508,31.0
2757,33.0
854,45.0
11419,30.0
3835,34.0
9622,29.0
135,45.0
10156,29.0
467,45.0
1184,45.0
1727,33.0
8517,30.0
11314,30.0
4915,31.0
8485,30.0
5439,31.0
10075,29.0
541,45.0
6247,31.0
216,45.0
11304,30.0
2577,33.0
5726,31.0
1193,45.0
10150,29.0
5280,31.0
102,45.0
9254,30.0
2923,33.0
1564,45.0
4573,31.0
9484,29.0
2984,33.0
7144,29.0
9018,30.0
5692,31.0
5224,31.0
7281,29.0
6486,31.0
8954,30.0
3098,33.0
4058,34.0
4899,31.0
6516,31.0
11936,30.0
11736,30.0
390,45.0
2093,33.0
10197,29.0
10644,29.0
11226,30.0
7519,29.0
7182,29.0
6591,31.0
722,45.0
11110,29.0
8891,30.0
7628,29.0
1898,33.0
7290,29.0
8617,30.0
2867,33.0
11873,30.0
7861,29.0
11729,30.0
3809,34.0
8123,29.0
1329,45.0
5185,31.0
3106,33.0
1178,45.0
4056,34.0
963,45.0
10094,29.0
11752,30.0
7965,29.0
6254,31.0
8389,30.0
4950,31.0
9721,29.0
6642,31.0
11420,30.0
4155,34.0
7748,29.0
2163,33.0
5993,31.0
11521,30.0
8782,30.0
2377,33.0
11223,30.0
3012,33.0
9466,29.0
8207,29.0
204,45.0
6016,31.0
2766,33.0
8166,29.0
4745,31.0
793,45.0
3393,34.0
9388,30.0
9407,30.0
9447,29.0
10795,29.0
3521,34.0
4068,34.0
1597,45.0
3915,34.0
6976,29.0
3054,33.0
1396,45.0
1302,45.0
10330,29.0
9805,29.0
9959,29.0
7512,29.0
7463,29.0
8348,30.0
8593,30.0
5740,31.0
11326,30.0
5137,31.0
8195,29.0
979,45.0
7566,29.0
4511,31.0
6382,31.0
10599,29.0
4275,34.0
6392,31.0
601,45.0
11066,29.0
13,45.0
7416,29.0
9291,30.0
1679,45.0
6391,31.0
10594,29.0
9981,29.0
5934,31.0
6629,31.0
7967,29.0
1958,33.0
9570,29.0
2844,33.0
8737,30.0
2268,33.0
6749,29.0
1742,33.0
5878,31.0
2125,33.0
10061,29.0
4817,31.0
6038,31.0
4685,31.0
5867,31.0
2832,33.0
10720,29.0
11766,30.0
10140,29.0
6275,31.0
5486,31.0
8647,30.0
1590,45.0
4487,31.0
399,45.0
1434,45.0
10267,29.0
3597,34.0
9355,30.0
784,45.0
2661,33.0
6126,31.0
8193,29.0
10498,29.0
1674,45.0
7231,29.0
647,45.0
3587,34.0
8968,30.0
7664,29.0
7249,29.0
11606,30.0
3103,33.0
2869,33.0
10936,29.0
5732,31.0
4793,31.0
4926,31.0
4401,31.0
4486,31.0
11331,30.0
5599,31.0
8307,30.0
2746,33.0
2993,33.0
407,45.0
2992,33.0
6218,31.0
3631,34.0
9282,30.0
4922,31.0
10193,29.0
4887,31.0
4226,34.0
7477,29.0
10981,29.0
7169,29.0
1013,45.0
1160,45.0
4528,31.0
2202,33.0
10618,29.0
8684,30.0
8811,30.0
495,45.0
7353,29.0
5709,31.0
1836,33.0
8054,29.0
8366,30.0
10589,29.0
8357,30.0
6156,31.0
10026,29.0
9323,30.0
3893,34.0
9200,30.0
11199,30.0
10551,29.0
6728,29.0
10937,29.0
1038,45.0
3095,33.0
1352,45.0
912,45.0
3452,34.0
8612,30.0
1652,45.0
7899,29.0
11748,30.0
8458,30.0
4698,31.0
10411,29.0
2022,33.0
1500,45.0
2014,33.0
4878,31.0
3525,34.0
8479,30.0
9137,30.0
9760,29.0
7016,29.0
4576,31.0
10397,29.0
7608,29.0
338,45.0
163,45.0
3254,34.0
2935,33.0
4456,31.0
7813,29.0
619,45.0
5845,31.0
8475,30.0
2248,33.0
463,45.0
1948,33.0
3487,34.0
750,45.0
6612,31.0
1661,45.0
2790,33.0
441,45.0
2350,33.0
3970,34.0
2583,33.0
10727,29.0
5533,31.0
7097,29.0
6961,29.0
10263,29.0
5999,31.0
9387,30.0
6999,29.0
10255,29.0
8568,30.0
274,45.0
9871,29.0
5057,31.0
144,45.0
7862,29.0
340,45.0
1378,45.0
11468,30.0
989,45.0
3117,33.0
11191,30.0
9891,29.0
6674,31.0
11477,30.0
5594,31.0
7460,29.0
6710,29.0
4877,31.0
4464,31.0
5048,31.0
9963,29.0
9710,29.0
2372,33.0
2961,33.0
4827,31.0
8401,30.0
3703,34.0
3104,33.0
7402,29.0
4305,34.0
4664,31.0
6065,31.0
4897,31.0
3922,34.0
720,45.0
3507,34.0
2783,33.0
5496,31.0
5021,31.0
5472,31.0
10052,29.0
447,45.0
7800,29.0
3711,34.0
6816,29.0
11600,30.0
8631,30.0
875,45.0
4552,31.0
1006,45.0
11315,30.0
3457,34.0
4439,31.0
2504,33.0
11019,29.0
6504,31.0
789,45.0
8355,30.0
9557,29.0
7273,29.0
7196,29.0
3600,34.0
4784,31.0
1892,33.0
8027,29.0
3702,34.0
6688,29.0
9001,30.0
4183,34.0
4205,34.0
8641,30.0
3596,34.0
10217,29.0
4603,31.0
416,45.0
11776,30.0
9817,29.0
127,45.0
5326,31.0
6464,31.0
419,45.0
6479,31.0
3159,34.0
1365,45.0
287,45.0
4516,31.0
6955,29.0
4366,31.0
2210,33.0
1951,33.0
4089,34.0
10775,29.0
4619,31.0
3434,34.0
3080,33.0
1506,45.0
26,45.0
7237,29.0
9471,29.0
1793,33.0
7778,29.0
6782,29.0
11490,30.0
2663,33.0
3957,34.0
2809,33.0
5832,31.0
5356,31.0
8215,29.0
7998,29.0
369,45.0
11443,30.0
8172,29.0
4398,31.0
5410,31.0
4362,31.0
9742,29.0
2689,33.0
6738,29.0
1583,45.0
11987,30.0
7951,29.0
11555,30.0
11299,30.0
7717,29.0
3119,33.0
731,45.0
10612,29.0
4832,31.0
167,45.0
6725,29.0
4505,31.0
11624,30.0
7877,29.0
5411,31.0
10479,29.0
7234,29.0
10851,29.0
4690,31.0
1101,45.0
8056,29.0
1464,45.0
10098,29.0
293,45.0
8580,30.0
9556,29.0
4831,31.0
9878,29.0
3283,34.0
8113,29.0
861,45.0
67,45.0
4004,34.0
10723,29.0
5795,31.0
8911,30.0
9594,29.0
8875,30.0
8600,30.0
243,45.0
1388,45.0
1513,45.0
2971,33.0
9025,30.0
2885,33.0
2747,33.0
8274,29.0
10584,29.0
10783,29.0
9886,29.0
5299,31.0
3216,34.0
5822,31.0
10731,29.0
9162,30.0
11733,30.0
10662,29.0
25,45.0
10920,29.0
8344,30.0
3205,34.0
1177,45.0
3238,34.0
4163,34.0
890,45.0
2821,33.0
11642,30.0
3260,34.0
1780,33.0
5799,31.0
11196,30.0
11974,30.0
5911,31.0
1234,45.0
6757,29.0
6300,31.0
4521,31.0
5757,31.0
1376,45.0
6583,31.0
10301,29.0
5286,31.0
9261,30.0
1265,45.0
3588,34.0
6981,29.0
2918,33.0
2118,33.0
8945,30.0
11140,30.0
445,45.0
4005,34.0
11280,30.0
6622,31.0
4471,31.0
5107,31.0
2004,33.0
2190,33.0
11301,30.0
4390,31.0
7426,29.0
5425,31.0
10402,29.0
4776,31.0
7335,29.0
9729,29.0
3121,33.0
3802,34.0
10385,29.0
4309,34.0
8630,30.0
11084,29.0
6985,29.0
1849,33.0
8136,29.0
5703,31.0
3694,34.0
2697,33.0
4617,31.0
9390,30.0
482,45.0
4369,31.0
4175,34.0
11878,30.0
9858,29.0
3249,34.0
1039,45.0
10229,29.0
10687,29.0
2465,33.0
2803,33.0
2238,33.0
3010,33.0
713,45.0
1761,33.0
10311,29.0
8693,30.0
8026,29.0
5312,31.0
9385,30.0
2404,33.0
8732,30.0
6035,31.0
381,45.0
6087,31.0
7943,29.0
4835,31.0
2310,33.0
7598,29.0
8272,29.0
8525,30.0
7328,29.0
10465,29.0
10973,29.0
4473,31.0
6963,29.0
1272,45.0
2664,33.0
8838,30.0
11104,29.0
662,45.0
1525,45.0
5713,31.0
8147,29.0
11108,29.0
11037,29.0
1565,45.0
2090,33.0
10678,29.0
116,45.0
9690,29.0
5979,31.0
7737,29.0
3215,34.0
6892,29.0
5805,31.0
1450,45.0
8182,29.0
8260,29.0
9967,29.0
8088,29.0
357,45.0
1217,45.0
2787,33.0
362,45.0
7633,29.0
5176,31.0
7126,29.0
9542,29.0
11116,30.0
193,45.0
5753,31.0
5409,31.0
5642,31.0
1862,33.0
386,45.0
5087,31.0
2561,33.0
10913,29.0
7128,29.0
3606,34.0
7764,29.0
2542,33.0
8627,30.0
7334,29.0
3094,33.0
534,45.0
5022,31.0
8296,29.0
168,45.0
3115,33.0
38,45.0
1785,33.0
1532,45.0
1107,45.0
4590,31.0
7405,29.0
4949,31.0
7536,29.0
615,45.0
8777,30.0
6472,31.0
41,45.0
8832,30.0
10737,29.0
11200,30.0
7219,29.0
7753,29.0
8206,29.0
1971,33.0
7869,29.0
835,45.0
2317,33.0
6436,31.0
3799,34.0
1285,45.0
5846,31.0
2122,33.0
7690,29.0
1005,45.0
5134,31.0
11366,30.0
10380,29.0
3463,34.0
980,45.0
292,45.0
8920,30.0
2255,33.0
310,45.0
9914,29.0
2162,33.0
11689,30.0
5017,31.0
5935,31.0
6352,31.0
1080,45.0
3499,34.0
2094,33.0
665,45.0
11458,30.0
1165,45.0
8749,30.0
11882,30.0
9596,29.0
2559,33.0
643,45.0
1418,45.0
1211,45.0
5322,31.0
2223,33.0
1952,33.0
10291,29.0
5223,31.0
3140,34.0
10363,29.0
9528,29.0
10007,29.0
3699,34.0
1846,33.0
9452,29.0
683,45.0
6202,31.0
2178,33.0
927,45.0
5012,31.0
9255,30.0
162,45.0
1209,45.0
9008,30.0
561,45.0
998,45.0
5761,31.0
11085,29.0
11926,30.0
7304,29.0
4652,31.0
7731,29.0
3532,34.0
1819,33.0
7727,29.0
7585,29.0
7173,29.0
9119,30.0
7083,29.0
6711,29.0
1875,33.0
6649,31.0
969,45.0
3961,34.0
10127,29.0
5182,31.0
6333,31.0
1296,45.0
7326,29.0
1822,33.0
1921,33.0
4976,31.0
5648,31.0
7503,29.0
11975,30.0
11754,30.0
10519,29.0
5352,31.0
8428,30.0
8639,30.0
3272,34.0
11817,30.0
5920,31.0
527,45.0
11361,30.0
9774,29.0
1442,45.0
2580,33.0
2726,33.0
3956,34.0
9185,30.0
1669,45.0
1016,45.0
11875,30.0
9538,29.0
7198,29.0
4256,34.0
1715,33.0
9741,29.0
6007,31.0
5807,31.0
6989,29.0
10230,29.0
6458,31.0
3046,33.0
5458,31.0
5662,31.0
10824,29.0
5456,31.0
11253,30.0
296,45.0
692,45.0
4641,31.0
1277,45.0
1852,33.0
1515,45.0
1814,33.0
8266,29.0
1754,33.0
10112,29.0
9607,29.0
3529,34.0
5992,31.0
6027,31.0
3555,34.0
6182,31.0
10305,29.0
4974,31.0
10366,29.0
2458,33.0
5640,31.0
6161,31.0
7904,29.0
3448,34.0
4212,34.0
997,45.0
7238,29.0
7424,29.0
9003,30.0
3998,34.0
6421,31.0
3501,34.0
9732,29.0
8810,30.0
4611,31.0
9065,30.0
11059,29.0
2373,33.0
3641,34.0
3204,34.0
6708,29.0
9631,29.0
4822,31.0
1489,45.0
6645,31.0
9692,29.0
3999,34.0
1863,33.0
6663,31.0
522,45.0
5147,31.0
7214,29.0
10239,29.0
6103,31.0
11086,29.0
782,45.0
1876,33.0
4710,31.0
7029,29.0
7136,29.0
5848,31.0
5304,31.0
8823,30.0
6880,29.0
4437,31.0
8815,30.0
3740,34.0
8155,29.0
427,45.0
8894,30.0
2550,33.0
7308,29.0
9611,29.0
8327,30.0
11784,30.0
5963,31.0
1118,45.0
2232,33.0
6671,31.0
10049,29.0
10954,29.0
5578,31.0
8654,30.0
9110,30.0
2526,33.0
3476,34.0
7523,29.0
8431,30.0
10350,29.0
4426,31.0
11193,30.0
4413,31.0
6898,29.0
7575,29.0
1643,45.0
1617,45.0
5900,31.0
10303,29.0
7619,29.0
6108,31.0
8870,30.0
10210,29.0
6860,29.0
8072,29.0
690,45.0
5888,31.0
11097,29.0
391,45.0
5544,31.0
2384,33.0
4651,31.0
5378,31.0
4682,31.0
9600,29.0
3755,34.0
1355,45.0
10791,29.0
9799,29.0
11819,30.0
1459,45.0
1706,33.0
200,45.0
3831,34.0
2557,33.0
5177,31.0
5627,31.0
458,45.0
8138,29.0
2784,33.0
3812,34.0
735,45.0
7207,29.0
11524,30.0
11727,30.0
172,45.0
682,45.0
11034,29.0
744,45.0
4785,31.0
1734,33.0
985,45.0
2633,33.0
9998,29.0
6783,29.0
6147,31.0
6704,29.0
4350,34.0
11240,30.0
3972,34.0
210,45.0
6046,31.0
8021,29.0
5794,31.0
5548,31.0
3827,34.0
11702,30.0
8760,30.0
1905,33.0
3969,34.0
4533,31.0
8340,30.0
7213,29.0
2300,33.0
10387,29.0
8610,30.0
5767,31.0
10975,29.0
11260,30.0
5719,31.0
10334,29.0
9072,30.0
6832,29.0
5300,31.0
5220,31.0
3413,34.0
1847,33.0
1484,45.0
2172,33.0
2365,33.0
7910,29.0
1511,45.0
2802,33.0
9398,30.0
8152,29.0
11323,30.0
8005,29.0
8581,30.0
8362,30.0
995,45.0
11376,30.0
566,45.0
5804,31.0
4349,34.0
8712,30.0
1666,45.0
4121,34.0
11782,30.0
8115,29.0
5667,31.0
9910,29.0
10131,29.0
9228,30.0
1085,45.0
9772,29.0
9651,29.0
2546,33.0
11143,30.0
4527,31.0
6994,29.0
8711,30.0
1492,45.0
10042,29.0
5210,31.0
7095,29.0
8373,30.0
1576,45.0
1473,45.0
10843,29.0
7123,29.0
1636,45.0
5728,31.0
8387,30.0
5491,31.0
6689,29.0
485,45.0
1747,33.0
4495,31.0
232,45.0
5564,31.0
3849,34.0
3446,34.0
5082,31.0
1504,45.0
6336,31.0
10940,29.0
5890,31.0
7903,29.0
217,45.0
9945,29.0
7216,29.0
1579,45.0
1440,45.0
560,45.0
9982,29.0
343,45.0
4265,34.0
3576,34.0
7845,29.0
4069,34.0
2183,33.0
3323,34.0
4513,31.0
2323,33.0
2756,33.0
8557,30.0
10043,29.0
7978,29.0
10763,29.0
11561,30.0
5219,31.0
7705,29.0
2356,33.0
157,45.0
11923,30.0
1249,45.0
6419,31.0
11038,29.0
7361,29.0
11529,30.0
10835,29.0
8332,30.0
2383,33.0
11701,30.0
6819,29.0
676,45.0
4339,34.0
10276,29.0
7722,29.0
5009,31.0
11218,30.0
2141,33.0
6668,31.0
4263,34.0
877,45.0
10216,29.0
9730,29.0
3765,34.0
590,45.0
9529,29.0
2262,33.0
11571,30.0
2592,33.0
8151,29.0
5273,31.0
10944,29.0
10342,29.0
9996,29.0
4936,31.0
1152,45.0
442,45.0
9956,29.0
5212,31.0
11945,30.0
11181,30.0
679,45.0
3829,34.0
1197,45.0
2325,33.0
8507,30.0
6039,31.0
7694,29.0
7105,29.0
5406,31.0
4079,34.0
2830,33.0
9490,29.0
2868,33.0
6381,31.0
11950,30.0
2940,33.0
791,45.0
306,45.0
10808,29.0
9370,30.0
10675,29.0
4529,31.0
471,45.0
9898,29.0
11182,30.0
2988,33.0
11942,30.0
7959,29.0
8543,30.0
3615,34.0
72,45.0
4168,34.0
93,45.0
8673,30.0
6132,31.0
4757,31.0
6556,31.0
412,45.0
10911,29.0
1032,45.0
1375,45.0
3152,34.0
11339,30.0
4818,31.0
10547,29.0
2782,33.0
3130,34.0
10103,29.0
10118,29.0
3488,34.0
11111,29.0
855,45.0
2851,33.0
9148,30.0
11557,30.0
1471,45.0
229,45.0
5093,31.0
5130,31.0
1372,45.0
10960,29.0
8154,29.0
3881,34.0
10689,29.0
3402,34.0
2843,33.0
1917,33.0
8265,29.0
2565,33.0
5699,31.0
2368,33.0
6159,31.0
3485,34.0
8322,30.0
584,45.0
2905,33.0
2912,33.0
1893,33.0
1602,45.0
10352,29.0
8915,30.0
2910,33.0
8974,30.0
11479,30.0
9865,29.0
9143,30.0
6122,31.0
3419,34.0
10510,29.0
4605,31.0
4532,31.0
9324,30.0
8410,30.0
7102,29.0
9698,29.0
4714,31.0
4171,34.0
3486,34.0
3801,34.0
9807,29.0
8591,30.0
9840,29.0
9382,30.0
5426,31.0
10472,29.0
10564,29.0
9095,30.0
2276,33.0
1046,45.0
3586,34.0
9773,29.0
2357,33.0
10585,29.0
5292,31.0
74,45.0
7926,29.0
2296,33.0
2051,33.0
4796,31.0
4130,34.0
4872,31.0
497,45.0
2523,33.0
8120,29.0
7236,29.0
4959,31.0
8283,29.0
11520,30.0
9220,30.0
8306,30.0
825,45.0
3435,34.0
546,45.0
10984,29.0
5159,31.0
7654,29.0
9123,30.0
2866,33.0
6178,31.0
1912,33.0
11759,30.0
738,45.0
11614,30.0
3470,34.0
10996,29.0
6732,29.0
3473,34.0
10809,29.0
9404,30.0
10191,29.0
2647,33.0
6627,31.0
11057,29.0
11693,30.0
1775,33.0
7697,29.0
4435,31.0
706,45.0
5906,31.0
7456,29.0
6390,31.0
2099,33.0
1428,45.0
1290,45.0
8163,29.0
5773,31.0
5184,31.0
8584,30.0
1612,45.0
6082,31.0
7701,29.0
1623,45.0
2731,33.0
3001,33.0
3759,34.0
939,45.0
9555,29.0
7147,29.0
6585,31.0
7183,29.0
5957,31.0
5549,31.0
8986,30.0
1421,45.0
5730,31.0
2415,33.0
5617,31.0
11269,30.0
4572,31.0
3566,34.0
5551,31.0
11092,29.0
145,45.0
1049,45.0
2544,33.0
7990,29.0
11545,30.0
8896,30.0
6755,29.0
103,45.0
11261,30.0
9307,30.0
906,45.0
5985,31.0
71,45.0
10428,29.0
933,45.0
3568,34.0
8987,30.0
1304,45.0
9573,29.0
7297,29.0
7429,29.0
1220,45.0
1342,45.0
9052,30.0
7495,29.0
176,45.0
10862,29.0
230,45.0
11212,30.0
11335,30.0
2725,33.0
9503,29.0
7450,29.0
8705,30.0
6707,29.0
4985,31.0
620,45.0
5336,31.0
2890,33.0
3614,34.0
7555,29.0
4978,31.0
8434,30.0
6673,31.0
10093,29.0
10016,29.0
10821,29.0
6793,29.0
1510,45.0
761,45.0
4293,34.0
6662,31.0
1632,45.0
9348,30.0
11783,30.0
6544,31.0
5029,31.0
11475,30.0
6303,31.0
7549,29.0
3522,34.0
92,45.0
1420,45.0
3608,34.0
11919,30.0
5956,31.0
7666,29.0
11682,30.0
6879,29.0
4889,31.0
6774,29.0
11816,30.0
2318,33.0
9,45.0
4990,31.0
6407,31.0
10235,29.0
1137,45.0
10860,29.0
8689,30.0
6312,31.0
949,45.0
9826,29.0
6491,31.0
6223,31.0
4038,34.0
9354,30.0
2367,33.0
539,45.0
5902,31.0
1629,45.0
7511,29.0
10997,29.0
5715,31.0
3479,34.0
7359,29.0
1286,45.0
11751,30.0
4674,31.0
1467,45.0
7365,29.0
3864,34.0
6724,29.0
5769,31.0
10658,29.0
3101,33.0
6383,31.0
3417,34.0
7056,29.0
1069,45.0
8018,29.0
821,45.0
3683,34.0
7374,29.0
2059,33.0
3822,34.0
4021,34.0
2396,33.0
1659,45.0
7673,29.0
3781,34.0
10122,29.0
4078,34.0
5437,31.0
7175,29.0
1962,33.0
8413,30.0
4299,34.0
4774,31.0
11369,30.0
11846,30.0
1311,45.0
11177,30.0
8706,30.0
654,45.0
7825,29.0
6080,31.0
11027,29.0
7819,29.0
6745,29.0
1235,45.0
11217,30.0
1672,45.0
2882,33.0
1027,45.0
7413,29.0
4262,34.0
8871,30.0
7892,29.0
11072,29.0
8384,30.0
11757,30.0
5303,31.0
9317,30.0
3810,34.0
9010,30.0
6636,31.0
279,45.0
11725,30.0
799,45.0
1299,45.0
5398,31.0
8848,30.0
10449,29.0
7612,29.0
11417,30.0
11794,30.0
8318,30.0
11550,30.0
2922,33.0
35,45.0
6321,31.0
8293,29.0
8412,30.0
6008,31.0
5481,31.0
9849,29.0
10819,29.0
3337,34.0
3885,34.0
11330,30.0
5504,31.0
10365,29.0
5641,31.0
11502,30.0
5353,31.0
11916,30.0
5193,31.0
5015,31.0
5781,31.0
9067,30.0
7496,29.0
377,45.0
1791,33.0
6812,29.0
7891,29.0
3873,34.0
5023,31.0
11133,30.0
4308,34.0
758,45.0
10041,29.0
9326,30.0
3901,34.0
10535,29.0
6221,31.0
4377,31.0
10029,29.0
3220,34.0
5438,31.0
4237,34.0
2676,33.0
3629,34.0
2231,33.0
954,45.0
7901,29.0
3360,34.0
10203,29.0
8086,29.0
10231,29.0
9011,30.0
8198,29.0
2205,33.0
8382,30.0
10952,29.0
11390,30.0
5880,31.0
10667,29.0
6170,31.0
9801,29.0
11833,30.0
8973,30.0
10980,29.0
2344,33.0
8668,30.0
7000,29.0
5392,31.0
3339,34.0
1247,45.0
6343,31.0
6632,31.0
8108,29.0
3516,34.0
747,45.0
1402,45.0
4453,31.0
1824,33.0
689,45.0
9007,30.0
2271,33.0
8342,30.0
10871,29.0
11955,30.0
11306,30.0
10100,29.0
10657,29.0
11050,29.0
1871,33.0
8309,30.0
4628,31.0
3708,34.0
8938,30.0
10664,29.0
1845,33.0
1072,45.0
581,45.0
237,45.0
10615,29.0
7052,29.0
7226,29.0
239,45.0
5234,31.0
3377,34.0
2016,33.0
4635,31.0
6815,29.0
4517,31.0
7810,29.0
297,45.0
10633,29.0
11122,30.0
908,45.0
9362,30.0
7401,29.0
4662,31.0
